Аптека;Товар;Изготовитель;Страна;Штрихкод;Цена розничная;Цена закупочная;Цена завода с НДС;Цена реестра;Остаток;Сумма опт;Срок годности;Серия;Сертификат;Дата сертификата;Орган сертификации;Срок действия сертификата;Регистрационные номер;НГТД;Номер документа поставщика;Дата документа поставщика;Документ поставки;Поставщик;НДС;Наценка;Группа;Отдел
Аптека №210;Белла салфетки влаж освежающие №10;TZMO З.А.;;5900516420932;31;21,983;0;0;7;153,881;01.04.2019;01.04.2019, 10113110/200217/00;заключение № 2 от 30.10.2;01.01.1900;ИЛ СТАРТ;01.01.1900;;10113110/200217/0018;BV00054541;22.12.2017;Приход от поставщика №BV00054541;Белла Волга ООО;18;41,018059409544;;2;
Аптека №210;Пеленка сени софт 90х60 №30;TZMO З.А.;Россия;5900516692315;600;420,43;0;0;0,500000000000003;210,215000000001;01.11.2022;01.11.2022, РОССИЯ;РЗН 2015/2475;01.01.1900;Росздравнадзор;01.01.1900;;;BV00054541;22.12.2017;Приход от поставщика №BV00054541;Белла Волга ООО;10;42,711033941441;Делимый товар,Стоп Цена;1;
Аптека №210;Перчатки смотр одноразового использования н/ст под товарным знаком matopat: ambuleх p латексные неопудренные размер m по 10 /5 пар/;TZMO З.А.;;5900516850753;77;45,505;0;0;2;91,01;01.11.2020;01.11.2020, 10113110/010916/00;№ФСЗ 2007/00788;01.01.1900;Росздравнадзор;01.01.1900;;10113110/010916/0044;BV00054541;22.12.2017;Приход от поставщика №BV00054541;Белла Волга ООО;10;69,21217448632;;1;
Аптека №210;Платки носовые белла спайка №10x10;;;5900516420543;100;44,933333333333;0;0;2,5;112,333333333332;09.11.2022;09.11.2022, РОССИЯ;RU.23.КК.08.012.E.001354.;01.01.1900;Росздравнадзор;01.01.1900;;;BV00054541;22.12.2017;Приход от поставщика №BV00054541;Белла Волга ООО;18;122,55192878338;Делимый товар;2;
Аптека №210;Подгузники детские Panda Junior по 13 шт ;TZMO З.А.;;5900516601775;169;120,74;0;0;1;120,74;01.11.2021;01.11.2021, 10113110/071216/00;RU.50.99.05.012.E.002028.;01.01.1900;Роспотребнадзор;01.01.1900;;10113110/071216/0086;BV00054541;22.12.2017;Приход от поставщика №BV00054541;Белла Волга ООО;10;39,970183866159;;1;
Аптека №210;Белла Ватные диски коттон №120;TZMO З.А.;Россия;5900516401504;64;37,8625;0;0;2;75,725;01.10.2022;01.10.2022, РОССИЯ;ФСР 2007/01382;01.01.1900;Росздравнадзор;01.01.1900;;;BV00054541;22.12.2017;Приход от поставщика №BV00054541;Белла Волга ООО;10;69,032684054143;;1;
Аптека №210;Подушечки из ваты белла cotton круглые 25 мед;TZMO З.А.;Россия;5900516401450;27;19,25;0;0;1;19,25;01.10.2022;01.10.2022, РОССИЯ;ФСР 2007/01382;01.01.1900;Росздравнадзор;01.01.1900;;;BV00054541;22.12.2017;Приход от поставщика №BV00054541;Белла Волга ООО;10;40,25974025974;;1;
Аптека №210;Подушечки из ваты белла cotton круглые 80 мед;TZMO З.А.;Россия;5900516401474;48;33,725;0;0;4;134,9;01.08.2022;01.08.2022, РОССИЯ;№230/1-05/082;01.01.1900;;01.01.1900;;;BV00054541;22.12.2017;Приход от поставщика №BV00054541;Белла Волга ООО;10;42,327650111193;;1;
Аптека №210;Белла нова макси софт прокладки №10;Белла ООО;Россия;5900516303051;63;41,105;0;0;2;82,21;01.10.2022;01.10.2022, РОССИЯ;ФСР 2010/08493;01.01.1900;Росздравнадзор;01.01.1900;;;BV00054541;22.12.2017;Приход от поставщика №BV00054541;Белла Волга ООО;10;53,266026030896;;1;
Аптека №210;Салфетки влаж белла д/интим гиг 10шт;TZMO З.А.;;5900516420703;27;18,833;0;0;2;37,666;01.11.2019;01.11.2019, 10113110/190517/00;RU.77.99.01.001.Е.010001.;01.01.1900;Роспотребнадзор;01.01.1900;;10113110/190517/0060;BV00054541;22.12.2017;Приход от поставщика №BV00054541;Белла Волга ООО;18;43,365369298572;;2;
Аптека №210;Прокладки супертонкие женские гигиенические впитывающие марки белла perfecta синий 10 / ультра;TZMO З.А.;Польша;5900516302931;84;49,926666666667;0;0;1;49,926666666667;01.11.2022;01.11.2022, РОССИЯ;RU.50.99.05.012.E.002116.;01.01.1900;;01.01.1900;;;BV00054541;22.12.2017;Приход от поставщика №BV00054541;Белла Волга ООО;18;68,246761917479;;2;
Аптека №210;Сени Актив трусики д/взрослых L №10;TZMO З.А.;Польша;5900516693053;590;398,76;0;0;1;398,76;01.09.2020;PL1510/100852811, 01.09.2020;АЯ46.Д75117 от 09.10.2017;09.10.2017;;08.10.2020;;10113100/031115/0051;BV00054541;22.12.2017;Приход от поставщика №BV00054541;Белла Волга ООО;10;47,958671882837;;1;
Аптека №210;Трусы при недержании Сени Актив нормал медиум №10 (р-р2);TZMO З.А.;Польша;5900516693046;413;330,9;0;0;1;330,9;01.09.2020;01.09.2020, 10113110/041017/01;АЯ46.Д75117 от 09.10.2017;09.10.2017;;08.10.2020;;10113110/041017/0132;BV00054541;22.12.2017;Приход от поставщика №BV00054541;Белла Волга ООО;10;24,811121184648;;1;
Аптека №210;Амелотекс 15мг свечи рект №6;Фармпроект ЗАО;Россия;4605964004970;298;213,44;203,28;0;1;213,44;01.08.2019;120817;POCC RU.PA01.Д99205;01.01.1900;Росаккредитация;01.08.2019;;;85756355-001;28.12.2017;Приход от поставщика №85756355-001;Протек ЗАО;10;39,617691154423;;1;
Аптека №210;Глицерин 2,11г свечи рект №10;Нижфарм;Россия;4601026301667;183;130,868;124,63;0;2;261,736;01.04.2019;550417;POCC RU.ФM11.Д83922;01.01.1900;ООО "Формат качества";19.04.2019;;;85756355-001;28.12.2017;Приход от поставщика №85756355-001;Протек ЗАО;10;39,835559495064;;1;
Аптека №210;Глюкофаж лонг пролонг 750мг таб №60;Мерк Сантэ с.а.с./ ООО Нанолек;Франция;4640017590192;547;456,96;450,527;409,57;1;456,96;01.12.2019;Y02433;POCC RU.ФM10.Д85264;01.01.1900;ООО"Сибирский центр деклар. и серт.;01.12.2019;;10130060/030317/0003591;85756355-001;28.12.2017;Приход от поставщика №85756355-001;Протек ЗАО;10;19,985483666906;ЖНВЛС;1;
Аптека №210;Индапамид 2,5мг таб №30;Хемофарм OOO;Россия;4607143560185;86;65,406;71,643;65,13;4;261,624;01.05.2021;0140517;POCC RU.ФM08.Д66674;01.01.1900;ООО"ОЦКК"  Москва;01.05.2021;;;85756355-001;28.12.2017;Приход от поставщика №85756355-001;Протек ЗАО;10;28,745306589618;ЖНВЛС;1;
Аптека №210;Небиволол-СЗ 5мг таб №28;Северная звезда ЗАО;Россия;4690655011030;198;141,525;134,783;0;2;283,05;01.04.2020;30417;POCC RU.ФM03.Д24102;01.01.1900;ООО "ОЦС С-З" Санкт-Петербург;01.04.2020;;;85756355-001;28.12.2017;Приход от поставщика №85756355-001;Протек ЗАО;10;39,904610492846;;1;
Аптека №210;Нейробион таб п/о №20;Мерк;Австрия;4027269042653;368;263,055;250,525;0;2;526,11;01.07.2020;387217A;POCC AT.ФM15.Д44222;01.01.1900;ООО"ОЦКК"  Москва;31.07.2020;;10013040/241017/0002608, 10013;85756355-001;28.12.2017;Приход от поставщика №85756355-001;Протек ЗАО;10;39,894698827241;;1;
Аптека №210;Юниэнзим с МПС №20;Юникем Лабораториз;Индия;8901315200128;98;65,55;62,425;0;2;131,1;01.05.2020;ZUE-17028;POCC IN.ФM08.Д80407;01.01.1900;ООО"ОЦКК"  Москва;31.05.2020;;10013060/261017/0009094, 10013;85756355-001;28.12.2017;Приход от поставщика №85756355-001;Протек ЗАО;10;49,504195270786;;1;
Аптека №210;Аквалор Горло с Алоэ вера и Ромашкой римской спрей 125мл;Аурена Лабораторис ЭйБи;Франция;4601026308451;401;286,64;0;0;1;286,64;01.01.2019;16014444;РЗН 2014/1765;29.07.2014;ФС по надзору в сфере здравоохранения (РОСЗДРАВНАДЗОР);01.01.1900;;10130130/280416/0005;КЗН00617835;27.12.2017;Приход от поставщика №КЗН00617835;Пульс Казань ООО;10;39,896734579961;;1;
Аптека №210;Антигриппин взросл шип таб №10;Натур продукт;Польша;8717627105217;324;231,53;0;0;1;231,53;01.08.2020;01880817;РОСС PL.ФМ15.Д40853;06.09.2017;ОСП ООО "Окружной центр контроля качества" г. Москва;01.08.2020;;10013042/060917/0001;КЗН00617835;27.12.2017;Приход от поставщика №КЗН00617835;Пульс Казань ООО;10;39,938668855008;;1;
Аптека №210;Берлитион 300 ЕД 300мг таб п/о №30;Хаупт Фарма Вольфратсхаузен Гмбх;Германия;4013054008652;780;663,04;690,93;635,46;1;663,04;01.02.2019;71493;РОСС DE.ФМ11.Д92840;21.08.2017;ООО "ФОРМАТ КАЧЕСТВА";01.02.2019;;10013140/230817/0003;КЗН00617835;27.12.2017;Приход от поставщика №КЗН00617835;Пульс Казань ООО;10;16,927908760656;ЖНВЛС,Стоп Цена;1;
Аптека №210;Вагинорм-с ваг 250мг таб №6;Артезан Фарма ГмбХ и Ко.КГ;Германия;7612729000242;688;573,76;0;0;1;573,76;01.02.2020;170505;РОСС DE.ФМ15.Д31181;07.04.2017;ОСП ООО "Окружной центр контроля качества" г. Москва;01.02.2020;;10130030/070417/0001;КЗН00617835;27.12.2017;Приход от поставщика №КЗН00617835;Пульс Казань ООО;10;19,910764082543;;1;
Аптека №210;Цианокобаламин 500мкг/1мл №10;Борисовский ЗМП;Беларусь;4810201000381;28;21,2525;19,61;18,88;4;85,01;01.11.2019;1181017;РОСС BY.ФM08.Д84309;29.11.2017;ООО "Окружной центр контроля качества" г. Москва;01.11.2019;;;КЗН00617835;27.12.2017;Приход от поставщика №КЗН00617835;Пульс Казань ООО;10;34,408465068842;ЖНВЛС;1;
Аптека №210;Гидрокортизон-Рихтер сусп д/ин 25мг+5мг/мл 5мл фл;Гедеон Рихтер;Венгрия;5997001390993;232;166,1;0;0;3;498,3;01.04.2019;A74029A;РОСС HU.ФМ15.Д45789;15.11.2017;ОСП ООО "Окружной центр контроля качества" г. Москва;01.04.2019;;10013042/151117/0003;КЗН00617835;27.12.2017;Приход от поставщика №КЗН00617835;Пульс Казань ООО;10;39,674894641782;;1;
Аптека №210;Диклофенак 5% гель 100г;Синтез;Россия;4602565022969;132;108,59;0;0;2;217,18;01.12.2020;9041117;РОСС RU.ФМ05.Д16450;22.11.2017;ООО " Окружной центр сертификации" г. Екатеринбург;01.12.2020;;;КЗН00617835;27.12.2017;Приход от поставщика №КЗН00617835;Пульс Казань ООО;10;21,558154526199;;1;
Аптека №210;Капсикам мазь 30г;Таллиннский фармацевтический завод АО;Эстония;4750232008614;271;222,23;0;0;1;222,23;01.06.2019;260617;РОСС EE.ФВ14.Д54206;24.10.2017;ОС ЗАО "Техкачество";01.06.2019;;10013040/251017/0002;КЗН00617835;27.12.2017;Приход от поставщика №КЗН00617835;Пульс Казань ООО;10;21,945731899383;;1;
Аптека №210;Капсикам мазь 30г;Таллиннский фармацевтический завод АО;Эстония;4750232008621;384;274,65;0;0;1;274,65;01.08.2019;1630817;РОСС LV.ФВ14.Д54174;24.10.2017;ОС ЗАО "Техкачество";01.08.2019;;10013040/251017/0002;КЗН00617835;27.12.2017;Приход от поставщика №КЗН00617835;Пульс Казань ООО;10;39,814309120699;;1;
Аптека №210;Карведилол Канон 25мг таб №30;Канонфарма продaкшн;Россия;4606486019206;126;101,29;99,72;519,54;1;101,29;01.06.2019;030517;РОСС RU.МП25.Д86442;08.06.2017;ООО "Центр ЭКСПЕРТФАРМ";01.06.2019;;;КЗН00617835;27.12.2017;Приход от поставщика №КЗН00617835;Пульс Казань ООО;10;24,779382270357;ЖНВЛС;1;
Аптека №210;Контролок 20мг таб п/о №14;Takeda;Германия;4031083002533;365;261,105;0;0;2;522,21;01.05.2020;386072;РОСС DE.ФM08.Д68738;18.07.2017;ООО "Окружной центр контроля качества" г. Москва;01.05.2020;;10013140/180717/0000;КЗН00617835;27.12.2017;Приход от поставщика №КЗН00617835;Пульс Казань ООО;10;39,790505735241;;1;
Аптека №210;Лейкопластырь перцовый Доктор перец набор №4;Верофарм;Россия;4607083721035;131;87,87;0;0;1;87,87;01.06.2020;70617;РОСС RU.ИМ18.Д00073;31.05.2016;ООО"ОСП МедЭкспертСертис";30.05.2019;;;КЗН00617835;27.12.2017;Приход от поставщика №КЗН00617835;Пульс Казань ООО;10;49,083873904632;;1;
Аптека №210;Линимент бальзамический (по Вишневскому) 30г;Зеленая Дубрава;Россия;4605370000184;28;18,096;0;0;5;90,48;01.09.2022;460817;РОСС RU.ФM08.Д74348;05.09.2017;ООО "Окружной центр контроля качества" г. Москва;01.09.2022;;;КЗН00617835;27.12.2017;Приход от поставщика №КЗН00617835;Пульс Казань ООО;10;54,73032714412;;1;
Аптека №210;Лориста 50мг таб п/о №30;KRKA-Рус;Россия;4607055131329;222;166,22;189,13;171,94;3;498,66;01.06.2022;82640617;РОСС RU.РА01.Д99378;25.08.2017;РА01;01.06.2022;;;КЗН00617835;27.12.2017;Приход от поставщика №КЗН00617835;Пульс Казань ООО;10;29,492941363084;ЖНВЛС;1;
Аптека №210;Лортенза 5мг+50мг таб п/о №30;КРКА-РУС, ООО;Россия;4607055138687;327;234,1;0;0;1;234,1;01.09.2019;86130917;РОСС RU.РА01.Д04468;07.11.2017;РА01;01.09.2019;;;КЗН00617835;27.12.2017;Приход от поставщика №КЗН00617835;Пульс Казань ООО;10;39,683895771038;;1;
Аптека №210;Назонекс спрей 50мкг/доза 120доз назал;Шеринг плау;Бельгия;4601969006940;856;729,345;745,71;685,79;2;1458,69;01.04.2019;7KTLDCZ002;РОСС RU.ФВ14.Д48445;11.08.2017;ОС ЗАО "Техкачество";01.04.2019;;10130030/140617/0002;КЗН00617835;27.12.2017;Приход от поставщика №КЗН00617835;Пульс Казань ООО;10;16,98448458516;ЖНВЛС,Стоп Цена;1;
Аптека №210;Ново-Пассит р-р д/приема внутрь 100мл фл.;Тева;чешская республика;8594737236914;216;154,835;0;0;2;309,67;01.05.2021;100002881;РОСС CZ.ФМ15.Д37388;13.07.2017;ОСП ООО "Окружной центр контроля качества" г. Москва;31.05.2021;;10013040/070917/0001;КЗН00617835;27.12.2017;Приход от поставщика №КЗН00617835;Пульс Казань ООО;10;39,503342267575;;1;
Аптека №210;Офтальмоферон глазные капли 10мл;Фирн-М ЗАО;Россия;4606207000322;305;250,7;0;0;2;501,4;01.07.2019;649;РОСС RU.ФМ13.В22817;21.12.2016;ИММУНОБИОЛОГ.ПРЕП.ФГБУ"НАУЧНЫЙ ЦЕНТР ЭКСПЕРТИЗЫ СРЕДСТВ МЕД. ПРИМЕНЕНИЯ";20.12.2019;;;КЗН00617835;27.12.2017;Приход от поставщика №КЗН00617835;Пульс Казань ООО;10;21,659353809334;;1;
Аптека №210;Тержинан ваг таб №6;~50_Лаборатории Бушара-Рекордати/пр.Софартекс;Франция;3592751842147;387;323,16;0;0;1;323,16;01.11.2019;1248;РОСС FR.ФM08.Д53815;02.03.2017;ООО "Окружной центр контроля качества" г. Москва;01.11.2019;;10130060/060317/0003;КЗН00617835;27.12.2017;Приход от поставщика №КЗН00617835;Пульс Казань ООО;10;19,754920163387;;1;
Аптека №210;Тонометр A&D ua-888 автомат с адаптером;Эй энд Ди Компани, Лимитед;Китай;4981046050579;2250;1879,21;1995;0;1;1879,21;01.06.2052;SN 51706;РОСС JP.ИМ04.Д00415;27.04.2017;АНО"ЦЕНТР СЕРТИФИКАЦИИ МЕДИЦИНСКИХ ИЗДЕЛИЙ ВНИИМП";27.04.2020;;10013110/090817/0006;КЗН00617835;27.12.2017;Приход от поставщика №КЗН00617835;Пульс Казань ООО;0;19,731163627269;Стоп Цена;3;
Аптека №210;Трипликсам 10мг+2,5мг+10мг таб п/о №30;Лаборатории Сервье Индастри/ООО Сердикс;Россия;4607159861474;939;782,62;0;0;1;782,62;01.02.2019;0510217;РОСС RU.ФM08.Д58576;13.04.2017;ООО "Окружной центр контроля качества" г. Москва;01.02.2019;;;КЗН00617835;27.12.2017;Приход от поставщика №КЗН00617835;Пульс Казань ООО;10;19,981600265774;Стоп Цена;1;
Аптека №210;Холензим 300мг таб п/о №50;Белмедпрепараты;Беларусь;4810133003788;251;179,375;0;0;2;358,75;01.06.2019;530517;РОСС BY.МП25.Д86066;05.06.2017;ООО "Центр ЭКСПЕРТФАРМ";01.06.2019;;;КЗН00617835;27.12.2017;Приход от поставщика №КЗН00617835;Пульс Казань ООО;10;39,93031358885;Делимый товар;1;
Аптека №210;Ципрмед 0.3%-5 мл. ушные кап.;Promed Exports;Индия;8901236016709;160;130,195;119,65;108,81;2;260,39;01.01.2020;E17002;РОСС IN.ФM08.Д79983;23.10.2017;ООО "Окружной центр контроля качества" г. Москва;01.01.2020;;10002030/231017/0009;КЗН00617835;27.12.2017;Приход от поставщика №КЗН00617835;Пульс Казань ООО;10;24,910154617635;ЖНВЛС;1;
Аптека №210;Шалфей Зеленый доктор таб д/рассас №20 (Натур Продукт);Херкель Б.В./Натур Продукт/Валеант ООО;Нидерланды/Россия;4601372001655;195;139,99666666667;0;0;1;139,99666666667;01.10.2020;110221017;РОСС NL.ФМ15.Д46952;29.11.2017;ОСП ООО "Окружной центр контроля качества" г. Москва;01.10.2020;;10013042/301117/0003;КЗН00617835;27.12.2017;Приход от поставщика №КЗН00617835;Пульс Казань ООО;10;39,289030691207;;1;
Аптека №210;Эспумизан L 40мг/мл эмульсия 30мл;Берлин-Хеми/Менарини Фарма ГмбХГермания;Германия;4013054003329;402;287,83;0;0;1;287,83;01.11.2019;63081;РОСС DE.ФМ11.Д77507;21.02.2017;ООО "ФОРМАТ КАЧЕСТВА";01.11.2019;;10130130/010317/0002;КЗН00617835;27.12.2017;Приход от поставщика №КЗН00617835;Пульс Казань ООО;10;39,665774936595;;1;
Аптека №210;Бинт стер 10мх16см инд/уп мед;Эвтекс;Россия;4640000902537;53;31,34;31,34;0;3;94,02;01.07.2022;102022;РОСС RU.ИМ27.Д00212;16.01.2015;ИМ27;16.01.2018;;;723764-17;27.12.2017;Приход от поставщика №723764-17;Катрен НПК АО;10;69,112954690491;;1;
Аптека №210;Валерианы экстракт 20мг таб п/о №50;Биосинтез ОАО (г.Пенза);Россия;4602884011917;69;41,13;41,13;0;4;164,52;01.08.2019;130817;РОСС RU.РА01.Д99870;31.08.2017;Росаккредитация;01.08.2019;;;723764-17;27.12.2017;Приход от поставщика №723764-17;Катрен НПК АО;10;67,760758570387;;1;
Аптека №210;Вольтарен свечи 100мг №5;Новартис Фарма/Дельфарм Юнинг;Франция;7680392549078;324;232,02;232,02;0;1;232,02;31.07.2020;ADPP76951;РОСС FR.ФМ11.Д95614;22.09.2017;ФОРМАТ КАЧЕСТВА,ООО;31.07.2020;;10013140/180917/0004712;723764-17;27.12.2017;Приход от поставщика №723764-17;Катрен НПК АО;10;39,643134212568;;1;
Аптека №210;Гексализ таб д/рассас №30;Лаборатории Бушара-Рекорд;Франция;3592751325299;307;219,29;219,28;0;1;219,29;01.07.2019;17334;РОСС FR.ФМ08.Д79823;20.10.2017;ОЦКК;01.07.2019;;10013060/231017/0008767/1;723764-17;27.12.2017;Приход от поставщика №723764-17;Катрен НПК АО;10;39,997263897123;;1;
Аптека №210;Гексорал 0,2% 40мл аэр фл;Фамар Орлеан (Джонсон & Джонсон);Франция;3574661065885;356;254,515;254,51;0;2;509,03;31.05.2020;K0315R;РОСС FR.ФМ08.Д69629;25.07.2017;ОЦКК;31.05.2020;;10013140/250717/0001402/1;723764-17;27.12.2017;Приход от поставщика №723764-17;Катрен НПК АО;10;39,873877767519;;1;
Аптека №210;Гематоген народный детс 40г;Фарм-Про ООО;Россия;4610008490152;15;8,91;8,91;0;3;26,73;12.10.2018;121017;RU.77.99.11.003.E.005874.05.14;12.05.2014;ФС Роспотребнадзора;01.01.1900;;;723764-17;27.12.2017;Приход от поставщика №723764-17;Катрен НПК АО;18;68,350168350168;ЖНВЛС;2;
Аптека №210;Детс аптека помада зимняя защита 4,1;Галант Косметик-М, ООО;;4607041022280;61;36,22;36,22;0;2;72,44;01.01.2019;012019;RU.50.99.05.001.Е.002414.09.13;24.09.2013;ФС Роспотребнадзора;01.01.1900;;;723764-17;27.12.2017;Приход от поставщика №723764-17;Катрен НПК АО;18;68,415240198785;;2;
Аптека №210;Диадерм крем интенсив д/ног 75мл;Аванта;Россия;4606711703009;173;124,03;124,03;0;1;124,03;01.09.2020;092020;ТС RU.Д-RU.ПК05.В05808;17.10.2013;ПК05;31.12.2025;;;723764-17;27.12.2017;Приход от поставщика №723764-17;Катрен НПК АО;18;39,482383294364;;2;
Аптека №210;Диафлекс 50мг капс №30 (Ромфарм);К.О.Ромфарм Компани С.Р.Л.;Румыния;5944728001510;956;796,77;796,77;0;2;1593,54;01.10.2020;1716511;РОСС RO.ФМ15.Д45400;10.11.2017;ОЦКК;01.10.2020;;10013042/221117/0003460/3;723764-17;27.12.2017;Приход от поставщика №723764-17;Катрен НПК АО;10;19,984437165054;Стоп Цена;1;
Аптека №210;Канефрон H драже №60;Бионорика;Германия;4029799125554;452;376,7;376,7;0;1;376,7;31.03.2020;0000114876;РОСС DE.ФМ15.Д41278;12.09.2017;ОЦКК;31.03.2020;;10013042/130917/0001672/1;723764-17;27.12.2017;Приход от поставщика №723764-17;Катрен НПК АО;10;19,989381470666;;1;
Аптека №210;Кардиомагнил 75+15,2мг таб №100;Такеда Фарма А/С /Ломанн Терапи-Системе АГ;Россия;4602156000123;233;191,61;191,61;0;3;574,83;01.10.2020;01271017;РОСС RU.ФМ08.Д85259;06.12.2017;ОЦКК;01.10.2020;;;723764-17;27.12.2017;Приход от поставщика №723764-17;Катрен НПК АО;10;21,601169041282;;1;
Аптека №210;Конкор 5мг таб п/о №30;Мерк;Германия;4022536645872;212;177,89;175,36;159,61;1;177,89;02.06.2022;237543;РОСС DE.ФМ08.Д74075;01.09.2017;ОЦКК;02.06.2022;;10013140/040917/0003764/2;723764-17;27.12.2017;Приход от поставщика №723764-17;Катрен НПК АО;10;19,451414233577;ЖНВЛС;1;
Аптека №210;Либридерм Крем Аевит питательный д/лица 50мл;Дина+ ООО;Россия;4620002182960;288;206,38;206,38;0;1;206,38;10.04.2019;042019;ТС RU Д-RU.ПК08.В.04779;25.11.2015;ПК08;25.11.2025;;;723764-17;27.12.2017;Приход от поставщика №723764-17;Катрен НПК АО;18;39,54840585328;;2;
Аптека №210;Мидокалм 150мг таб п/о №30;Гедеон Рихтер;Россия;4605469000927;364;298,49;298,48;0;1;298,49;01.07.2020;1070717;РОСС RU.ФВ14.Д53818;20.10.2017;Техкачество,ЗАО;01.07.2020;;;723764-17;27.12.2017;Приход от поставщика №723764-17;Катрен НПК АО;10;21,947133907334;;1;
Аптека №210;Ново-Пассит р-р д/приема внутрь 200мл фл.;Тева;чешская республика;8594737237119;350;250,45;250,45;0;1;250,45;30.06.2021;100003448;РОСС CZ.ФМ15.Д42438;27.09.2017;ОЦКК;30.06.2021;;10013042/021017/0002139/5;723764-17;27.12.2017;Приход от поставщика №723764-17;Катрен НПК АО;10;39,748452784987;;1;
Аптека №210;Персен таб п/о №40;Лек Д.Д.;Словения;3838957873906;419;299,61;299,61;0;1;299,61;01.11.2019;GV7652;РОСС SI.ФМ08.Д62298;18.05.2017;ОЦКК;01.11.2019;;10130032/180517/0003238/06;723764-17;27.12.2017;Приход от поставщика №723764-17;Катрен НПК АО;10;39,848469677247;;1;
Аптека №210;Лейкопластырь перцовый Доктор перец 10см х 18см;Верофарм;Россия;4607083721011;26;18,46;18,46;0;1;18,46;01.08.2020;2120817;РОСС RU.ИМ18.Д00073;31.05.2016;ИМ18;30.05.2019;;;723764-17;27.12.2017;Приход от поставщика №723764-17;Катрен НПК АО;10;40,845070422535;;1;
Аптека №210;Сигницеф 0,5% капли глазные 5мл;Сентиз Фарма;Индия;8901236011605;233;187,33;183,18;166,79;2;374,66;01.08.2020;N17159;РОСС IN.ФМ08.Д80824;30.10.2017;ОЦКК;01.08.2020;;10002030/281117/0011150/5;723764-17;27.12.2017;Приход от поставщика №723764-17;Катрен НПК АО;10;24,931761109291;ЖНВЛС;1;
Аптека №210;Тенорик 50мг/12,5мг таб п/о №28;Ипка Лабораториз Лимитед;Индия/Россия;8901079000699;151;108,31;108,31;0;1;108,31;30.04.2020;HV097007;РОСС IN.ФМ08.Д74747;08.09.2017;ОЦКК;30.04.2020;;10013140/110917/0004233/1;723764-17;27.12.2017;Приход от поставщика №723764-17;Катрен НПК АО;10;39,41464315391;;1;
Аптека №210;Тирозол 0,005 п/плен/оболоч таб №50;Мерк КГаА;Германия;4022536645940;183;149,38;137,95;125,88;1;149,38;05.09.2020;225186;РОСС DE.ФМ08.Д53857;03.03.2017;ОЦКК;05.09.2020;;10130060/060417/0006073/2;723764-17;27.12.2017;Приход от поставщика №723764-17;Катрен НПК АО;10;24,371148967017;ЖНВЛС;1;
Аптека №210;Тримедат 100мг таб №10;Дэ Хан Нью Фарм/Валента Фармацевтика;Россия;4602193011182;291;238,71;238,71;0;1;238,71;23.08.2020;17008;РОСС RU.ФМ11.Д97848;18.10.2017;ФОРМАТ КАЧЕСТВА,ООО;23.08.2020;;10005022/270917/0074571/1;723764-17;27.12.2017;Приход от поставщика №723764-17;Катрен НПК АО;10;21,905240668594;;1;
Аптека №210;Церепро 400мг капс №28;Верофарм;Россия;4620011581433;915;786,98;854,7;830,28;1;786,98;01.10.2019;630917;РОСС RU.МД07.Д03793;31.10.2017;ФАРХИМТЕК,ООО;01.10.2019;;;723764-17;27.12.2017;Приход от поставщика №723764-17;Катрен НПК АО;10;14,978354978355;ЖНВЛС,Стоп Цена;1;
Аптека №210;Эдарби кло 40мг+25мг таб п/о №28;Такеда Фарма А/С /Ломанн Терапи-Системе АГ;Германия;5702589308113;688;573,93;573,92;0;1;573,93;25.03.2020;483320;РОСС JP.ФМ08.Д72808;22.08.2017;ОЦКК;25.03.2020;;10013140/230817/0003186/2;723764-17;27.12.2017;Приход от поставщика №723764-17;Катрен НПК АО;10;19,875246110153;;1;
Аптека №210;Прокладки Милана Ультра Драй Супер 10шт;;;;56;33,47;30,79;0;1;33,47;01.02.2020;;RU.АГ81 Д03289;24.01.2017;ООО "Бирюза";23.01.2022;;;Ф3КС007666;25.12.2017;Приход от поставщика №Ф3КС007666;ИП Яворская Ольга Владимировна;18;67,314012548551;;2;
Аптека №210;Детский крем Аванта 75мл;Аванта ОАО;Россия;4606711140316;48;29,23;26,89;0;1;29,23;01.09.2020;;RU.23.КК.08.001.Е.000391.10.13 0304083;29.10.2013;"Роспотребнадзор";31.12.2050;;;Ф3КС007666;25.12.2017;Приход от поставщика №Ф3КС007666;ИП Яворская Ольга Владимировна;18;64,214847759152;;2;
Аптека №210;Крем детс туба-футляр 46мл;Аванта;Россия;4606711140422;38;24,78;22,8;0;1;24,78;30.11.2020;;RU.23.КК.08.001.Е.000391.10.13 0304083;29.10.2013;"Роспотребнадзор";31.12.2050;;;Ф3КС007666;25.12.2017;Приход от поставщика №Ф3КС007666;ИП Яворская Ольга Владимировна;18;53,349475383374;;2;
Аптека №210;Капотен 25мг таб №28;Акрихин;Россия;4601969001075;157;130,22;135,28;122,98;1;130,22;01.11.2022;1171117;РОСС RU.ФВ14.Д57268;23.11.2017;Техкачество,ЗАО;01.11.2022;;;726429-17;28.12.2017;Приход от поставщика №726429-17;Катрен НПК АО;10;19,796271381895;ЖНВЛС;1;
Аптека №210;Микролакс микроклизма 5мл №4;Фамар Орлеан;Франция;4601956000272;394;281,91;281,91;0;2;563,82;31.01.2022;J5589R;РОСС FR.ФМ08.Д57023;30.03.2017;ОЦКК;31.01.2022;;10130130/310317/0004593/1;726429-17;28.12.2017;Приход от поставщика №726429-17;Катрен НПК АО;10;39,76091660459;;1;
